id,timestamp,duration,emissions,energy_consumed,run_id
"""09f00cfb-0f8c-4322-b717-fe21351af364""",2021-06-15 17:47:31.798113,29.0,5.21248017556185e-05,0.000122766779826426,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""37c1e971-4818-444b-b155-93482e1e5877""",2021-06-15 17:47:01.831489,30.0,4.43554091988881e-05,0.000104467941782511,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""741059bd-d13c-49a4-96ca-7bf3f90d3c90""",2021-06-15 17:46:31.790478,30.0,5.36013667889546e-05,0.000126244455102714,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""364532c6-0b27-44f8-8372-c557a1ac3f62""",2021-06-15 17:46:01.797756,29.0,4.32172843490971e-05,0.000101787376712848,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""032ddb31-c06f-4a87-8b95-98207e1f89ab""",2021-06-15 17:45:31.808544,30.0,4.485884323516e-05,0.000105653653255869,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""8f6d61fd-5492-4acb-ae96-5ceb8dd03115""",2021-06-15 17:45:01.795058,30.0,5.70520930511832e-05,0.000134371767572169,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""9c9f0880-a9b2-43ea-83f3-484a6ecac4af""",2021-06-15 17:44:31.750048,29.0,4.12010708695573e-05,9.70386960850301e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""894920d6-968c-43b5-b182-bd3202c5dfe5""",2021-06-15 17:44:01.797175,30.0,3.69677189564143e-05,8.70681069461928e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""46f41b21-8f44-41c6-9acc-dafed1ec166c""",2021-06-15 17:43:31.696704,30.0,3.36912799756287e-05,7.93512840630158e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""975958af-25b8-4bbe-b16e-5927b41285e5""",2021-06-15 17:43:01.761756,29.0,3.73084050047515e-05,8.78705067189967e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""098cd139-8170-42d5-add4-b310b912d2ae""",2021-06-15 17:42:31.763935,30.0,2.55313460971691e-05,6.01326247662048e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""2486ace7-bfef-458b-9f9c-ba96b75bbb99""",2021-06-15 17:42:01.775252,30.0,4.39716618811279e-05,0.000103564122086672,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""1cf97ca8-75fe-49b6-aa4c-baefe8113a65""",2021-06-15 17:41:31.690507,29.0,2.73850236131162e-05,6.44984930631514e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""bd9523b3-47b6-4e47-aa03-d5b59462d2f4""",2021-06-15 17:41:01.705092,30.0,2.62493020304357e-05,6.1823588280995e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""78f2cf2e-cc86-4958-b6b0-9a9b6be7c112""",2021-06-15 17:40:31.682306,30.0,4.47447205014477e-05,0.000105384866036523,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""90b41f9e-b793-4a89-a5e1-a5c8e9973cd3""",2021-06-15 17:40:01.679321,29.0,4.76977006669604e-05,0.000112339863534854,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""57312f71-88ae-4d98-8c2c-cefa74b9d3da""",2021-06-15 17:39:31.785986,30.0,5.32795073912937e-05,0.000125486396741304,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""4e906476-dca9-404a-a4ef-195ac265c020""",2021-06-15 17:39:01.702107,29.0,3.27000270949875e-05,7.7016638749245e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""0d1abb99-5608-403d-bfd0-ae0ebf8b96d8""",2021-06-15 17:38:31.739945,30.0,4.8649679858601e-05,0.000114582009612788,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""4a033b69-808a-4fe6-95c6-cbc1f278f58b""",2021-06-15 17:38:01.757015,29.0,4.62701024330285e-05,0.000108977517163017,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""f8cf70fb-c7b3-4f6a-9dae-0889241e43f7""",2021-06-15 17:37:31.732349,30.0,3.36064650275222e-05,7.91515239160326e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""015380ea-4004-4f5f-a924-d38be052817f""",2021-06-15 17:37:01.730962,30.0,3.81768182223812e-05,8.99158342923646e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""63c02845-c2fa-4d6d-96ba-0948764bd72a""",2021-06-15 17:36:31.684488,29.0,2.96717641342223e-05,6.9884331677771e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""4791fe78-7972-436a-86e0-d5ff0dd61025""",2021-06-15 17:36:01.702784,29.0,3.10705143884186e-05,7.3178733933614e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""f1ccf7a5-4328-4fb8-8567-c15bacf44236""",2021-06-15 17:35:31.688292,29.0,4.98029569968307e-05,0.00011729826206343,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""eb007e80-7da1-48dd-8d1b-fe3076df23db""",2021-06-15 17:35:01.719684,29.0,4.7781563237457e-05,0.000112537380597386,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""f1f233c4-766d-431f-8dfc-7a23817bb3de""",2021-06-15 17:34:31.730858,30.0,3.05006815015381e-05,7.18366367705492e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""507b5f3c-8680-4c89-a87a-3b0c6a01d1aa""",2021-06-15 17:34:01.704810,26.0,4.05347016793604e-05,9.54692320889928e-05,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""438efcb0-307a-44fb-80a0-e9ef1d6be47a""",2021-06-15 17:33:34.804993,35.0,5.32759232993752e-05,0.000125477955319781,"""731e791d-dd75-44a1-a253-b875bdc7ffbf"""
"""61a5527c-2dea-461b-b364-e80e2835b8a3""",2021-06-14 20:18:26.858995,29.0,0.000624088468170157,0.00146988245486801,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""933ce565-ee7a-4339-aed7-589fbe9247a4""",2021-06-14 20:17:56.855710,29.0,0.000545609439041118,0.00128504496166762,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""0b1c453a-3aa4-4bc8-a6e3-a82ebfcba675""",2021-06-14 20:17:26.906361,30.0,0.000463772061231195,0.00109229772801353,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""0b31bb74-2f06-47bb-9930-b1b918021fb9""",2021-06-14 20:16:56.859851,30.0,0.000480181710326912,0.00113094650383061,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""29bd7f15-ccd9-4bde-adf3-c24dfb349840""",2021-06-14 20:16:26.803955,29.0,0.000473613190266862,0.00111547601705968,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""fe1738f0-d914-4cd4-baba-a4b140636c1d""",2021-06-14 20:15:56.887027,29.0,0.000465944351306667,0.0010974140075663,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""3d7da740-eedc-4889-8d97-aea85dd2140f""",2021-06-14 20:15:26.915725,30.0,0.000471903182177172,0.00111144852573929,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""dcda98f4-0bb4-414b-8e89-a536157d6933""",2021-06-14 20:14:56.873046,30.0,0.000468291364671629,0.00110294180361196,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""61cde500-5bd9-490f-8c3b-279ee70d20c2""",2021-06-14 20:14:26.856264,29.0,0.000626425093116272,0.00147538578362198,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""999b249c-92fa-4814-96ff-1be95aa73a39""",2021-06-14 20:13:56.895215,30.0,0.000484359588858702,0.00114078643945777,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""c40783b7-23dc-4f0e-ab85-98acdb594dbf""",2021-06-14 20:13:27.081457,29.0,0.000596441649183696,0.00140476736905291,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""4f76487a-5ec5-435e-9595-77f86522fe7e""",2021-06-14 20:12:56.891933,30.0,0.000547616244153629,0.00128977148326777,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""ab10f018-b3f2-4a9f-890c-d42bd4698cdc""",2021-06-14 20:12:26.804055,30.0,0.000626914620589829,0.00147653874170607,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""626295e9-ca0b-47ca-86b0-709341309842""",2021-06-14 20:11:56.811099,29.0,0.000596114778602171,0.00140399750811604,"""d171be52-6421-411c-9916-79a12abd0f2d"""
"""05c23947-b4b9-45ac-9df0-47f4917fad50""",2021-06-14 20:11:26.790770,30.0,0.000530597716744428,0.00124968864866609,"""d171be52-6421-411c-9916-79a12abd0f2d"""
